,level_0,,y,frame,index,treatment,cno,plexi_x,plexi_y,plexipixwidth,pixpermm,startframe,numframes,minframebef,peakframe,aroundpeakframes,fixind,goodbad,marker,rat,file,frame_md,time
6503,103,-38.43137254901961,-11.760031944640703,103,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,103,0.412
6504,104,-38.529411764705884,-11.861530059421964,104,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,104,0.416
6505,105,-38.62745098039216,-11.963028174203227,105,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,105,0.42
6506,106,-38.72549019607843,-12.064526288984489,106,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,106,0.424
6507,107,-38.82352941176471,-12.166024403765752,107,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,107,0.428
6508,108,-38.92156862745098,-12.267522518547013,108,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,108,0.432
6509,109,-39.01960784313726,-12.369020633328276,109,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,109,0.436
6510,110,-39.11764705882353,-12.470518748109537,110,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,110,0.44
6511,111,-39.21568627450981,-12.677744065787946,111,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,111,0.444
6512,112,-39.313725490196084,-12.944176617088756,112,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,112,0.448
6513,113,-39.411764705882355,-13.417834486067974,113,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,113,0.452
6514,114,-39.50980392156863,-13.595456186935184,114,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,114,0.456
6515,115,-39.6078431372549,-13.861888738235999,115,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,115,0.46
6516,116,-39.70588235294118,-14.305942990404013,116,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,116,0.464
6517,117,-39.80392156862745,-14.57237554170483,117,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,117,0.468
6518,118,-39.90196078431373,-14.927618943439239,118,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,118,0.472
6519,119,-40.0,-15.312465961984863,119,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,119,0.476
6520,120,-40.09803921568628,-15.63810574690808,120,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,120,0.48
6521,121,-40.19607843137255,-16.34859255037691,121,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,121,0.484
6522,122,-40.294117647058826,-17.118286587468145,122,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,122,0.488
6523,123,-40.392156862745104,-17.82877339093698,123,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,123,0.492
6524,124,-40.490196078431374,-18.450449343972206,124,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,124,0.496
6525,125,-40.58823529411765,-19.24974699787464,125,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,125,0.5
6526,126,-40.68627450980392,-20.137855502210673,126,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,126,0.504
6527,127,-40.7843137254902,-20.6411169880011,127,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,127,0.508
6528,128,-40.88235294117647,-21.11477485698032,128,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,128,0.512
6529,129,-40.98039215686275,-21.706847193204357,129,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,129,0.516
6530,130,-41.07843137254902,-22.417333996673182,130,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,130,0.52
6531,131,-41.1764705882353,-23.216631650575618,131,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,131,0.524
6532,132,-41.274509803921575,-23.660685902743637,132,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,132,0.528
6533,133,-41.372549019607845,-24.22315462215646,133,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,133,0.532
6534,134,-41.47058823529412,-24.66720887432448,134,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,134,0.536
6535,135,-41.568627450980394,-25.08165950968131,135,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,135,0.54
6536,136,-41.66666666666667,-25.673731845905323,136,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,136,0.544
6537,137,-41.76470588235294,-25.96976801401734,137,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,137,0.548
6538,138,-41.86274509803922,-26.857876518353375,138,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,138,0.552
6539,139,-41.96078431372549,-27.894003106745426,139,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,139,0.556
6540,140,-42.05882352941177,-29.166958629627082,140,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,140,0.56
6541,141,-42.15686274509804,-30.558328619753542,141,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,141,0.564
6542,142,-42.254901960784316,-31.653662441768002,142,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,142,0.568
6543,143,-42.352941176470594,-32.86741073102725,143,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,143,0.572
6544,144,-42.450980392156865,-34.0219517866641,144,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,144,0.576
6545,145,-42.54901960784314,-34.88045667418894,145,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,145,0.58
6546,146,-42.64705882352941,-35.679754328091384,146,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,146,0.584
6547,147,-42.74509803921569,-36.212619430693,147,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,147,0.588
6548,148,-42.84313725490196,-36.80469176691702,148,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,148,0.592
6549,149,-42.94117647058824,-37.60398942081947,149,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,149,0.596
6550,150,-43.03921568627451,-38.16645814023228,150,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,150,0.6
6551,151,-43.13725490196079,-38.93615217732352,151,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,151,0.604
6552,152,-43.235294117647065,-39.43941366311394,152,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,152,0.608
6553,153,-43.333333333333336,-40.327522167449985,153,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,153,0.612
6554,154,-43.43137254901961,-41.21563067178602,154,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,154,0.616
6555,155,-43.529411764705884,-42.01492832568846,155,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,155,0.62
6556,156,-43.62745098039216,-42.69581151234609,156,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,156,0.624
6557,157,-43.72549019607843,-43.435901932626116,157,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,157,0.628
6558,158,-43.82352941176471,-44.59044298826297,158,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,158,0.632
6559,159,-43.92156862745098,-45.38974064216541,159,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,159,0.636
6560,160,-44.01960784313726,-46.36665999693505,160,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,160,0.64
6561,161,-44.11764705882353,-47.165957650837484,161,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,161,0.644
6562,162,-44.21568627450981,-48.32049870647433,162,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,162,0.648
6563,163,-44.313725490196084,-49.09019274356558,163,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,163,0.652
6564,164,-44.411764705882355,-49.13728940667431,164,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,164,0.656
6565,165,-44.50980392156863,-49.18438606978304,165,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,165,0.66
6566,166,-44.6078431372549,-49.23148273289177,166,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,166,0.664
6567,167,-44.70588235294118,-49.278579396000495,167,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,167,0.668
6568,168,-44.80392156862745,-49.32567605910923,168,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,168,0.672
6569,169,-44.90196078431373,-49.37277272221795,169,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,169,0.676
6570,170,-45.0,-49.419869385326685,170,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,170,0.68
6571,171,-45.09803921568628,-49.46696604843541,171,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,171,0.684
6572,172,-45.196078431372555,-49.51406271154414,172,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,172,0.688
6573,173,-45.294117647058826,-49.56115937465287,173,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,173,0.692
6574,174,-45.392156862745104,-49.6082560377616,174,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,174,0.696
6575,175,-45.490196078431374,-49.65535270087033,175,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,175,0.7
6576,176,-45.58823529411765,-49.702449363979056,176,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,176,0.704
6577,177,-45.68627450980392,-49.74954602708779,177,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,177,0.708
6578,178,-45.7843137254902,-49.796642690196514,178,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,178,0.712
6579,179,-45.88235294117647,-49.843739353305246,179,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,179,0.716
6580,180,-45.98039215686275,-49.89083601641397,180,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,180,0.72
6581,181,-46.07843137254902,-49.9379326795227,181,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,181,0.724
6582,182,-46.1764705882353,-49.98502934263143,182,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,182,0.728
6583,183,-46.274509803921575,-50.03212600574016,183,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,183,0.732
6584,184,-46.372549019607845,-50.079222668848885,184,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,184,0.736
6585,185,-46.47058823529412,-50.12631933195762,185,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,185,0.74
6586,186,-46.568627450980394,-49.97830124790162,186,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,186,0.744
6587,187,-46.66666666666667,-49.741472313412,187,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,187,0.748
6588,188,-46.76470588235294,-49.47503976211119,188,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,188,0.752
6589,189,-46.86274509803922,-49.445436145299986,189,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,189,0.756
6590,190,-46.96078431372549,-49.03098550994317,190,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,190,0.76
6591,191,-47.05882352941177,-48.94217465950957,191,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,191,0.764
6592,192,-47.156862745098046,-48.97177827632076,192,39,control,no,890,529,64,10.2,0,1000,527,560,200,0,good,Wrist,MGc1,labelledData20230612toRenameUniquely/Rupert_week1_cam2_ControlRat1_2021-08-04_12_38_00_fr_wbgam_h264_nearlossless_safe/CollectedData_gtk.csv,192,0.768
