,level_0,,x,frame,index,treatment,cno,plexi_x,plexi_y,plexipixwidth,pixpermm,startframe,numframes,minframebef,peakframe,aroundpeakframes,fixind,goodbad,marker,rat,file,frame_md,time
2312,112,-215.89999998210303,18.617264274258538,112,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,112,0.448
2313,113,-215.732894718959,18.117753760191185,113,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,113,0.452
2314,114,-215.56578945581495,17.645730348429325,114,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,114,0.456
2315,115,-215.3986841926709,17.22483600674444,115,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,115,0.46
2316,116,-215.23157892952688,16.843582928248438,116,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,116,0.464
2317,117,-215.0644736663828,16.492060797144052,117,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,117,0.468
2318,118,-214.89736840323877,16.14380244071049,118,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,118,0.472
2319,119,-214.73026314009473,15.885913245239474,119,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,119,0.476
2320,120,-214.5631578769507,15.635986300059066,120,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,120,0.48
2321,121,-214.39605261380666,15.391526177452182,121,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,121,0.484
2322,122,-214.22894735066262,15.181546474336047,122,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,122,0.488
2323,123,-214.06184208751856,14.957892915255398,123,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,123,0.492
2324,124,-213.89473682437452,14.722992932621702,124,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,124,0.496
2325,125,-213.72763156123048,14.499730346548516,125,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,125,0.5
2326,126,-213.56052629808644,14.239638103174723,126,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,126,0.504
2327,127,-213.3934210349424,13.949910105837198,127,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,127,0.508
2328,128,-213.22631577179834,13.64494776027069,128,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,128,0.512
2329,129,-213.0592105086543,13.396088341388863,129,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,129,0.516
2330,130,-212.89210524551027,13.262035596317027,130,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,130,0.52
2331,131,-212.72499998236623,13.209040055100203,131,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,131,0.524
2332,132,-212.5578947192222,13.283168537310342,132,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,132,0.528
2333,133,-212.39078945607815,13.44168259358662,133,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,133,0.532
2334,134,-212.2236841929341,13.757581984065517,134,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,134,0.536
2335,135,-212.05657892979005,14.167529081542131,135,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,135,0.54
2336,136,-211.889473666646,14.632565975649348,136,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,136,0.544
2337,137,-211.72236840350197,15.089565824629762,137,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,137,0.548
2338,138,-211.55526314035794,15.58543858984533,138,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,138,0.552
2339,139,-211.38815787721387,16.143527059722643,139,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,139,0.556
2340,140,-211.22105261406983,16.6481712193659,140,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,140,0.56
2341,141,-211.0539473509258,17.131209870641648,141,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,141,0.564
2342,142,-210.88684208778176,17.542340086436457,142,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,142,0.568
2343,143,-210.71973682463772,17.988355293790523,143,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,143,0.572
2344,144,-210.55263156149368,18.37438504250785,144,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,144,0.576
2345,145,-210.38552629834962,18.719206236241245,145,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,145,0.58
2346,146,-210.21842103520558,19.078999996276856,146,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,146,0.584
2347,147,-210.05131577206154,19.322834562071815,147,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,147,0.588
2348,148,-209.8842105089175,19.621952711118453,148,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,148,0.592
2349,149,-209.71710524577347,19.85676769962007,149,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,149,0.596
2350,150,-209.5499999826294,20.040059245272023,150,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,150,0.6
2351,151,-209.38289471948536,20.157364746564408,151,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,151,0.604
2352,152,-209.21578945634133,20.194949151757633,152,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,152,0.608
2353,153,-209.0486841931973,20.135755838431592,153,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,153,0.612
2354,154,-208.88157893005325,19.935431468716498,154,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,154,0.616
2355,155,-208.7144736669092,19.6433236356815,155,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,155,0.62
2356,156,-208.54736840376515,19.338504080256875,156,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,156,0.624
2357,157,-208.3802631406211,19.03090691659678,157,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,157,0.628
2358,158,-208.21315787747707,18.633943522732334,158,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,158,0.632
2359,159,-208.04605261433304,18.25358458250553,159,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,159,0.636
2360,160,-207.878947351189,17.84852634750447,160,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,160,0.64
2361,161,-207.71184208804496,17.416123800339808,161,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,161,0.644
2362,162,-207.5447368249009,16.93980308526143,162,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,162,0.648
2363,163,-207.37763156175686,16.401236067633697,163,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,163,0.652
2364,164,-207.21052629861282,15.878362366548021,164,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,164,0.656
2365,165,-207.04342103546878,15.38321715110284,165,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,165,0.66
2366,166,-206.87631577232474,14.926196903530734,166,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,166,0.664
2367,167,-206.70921050918068,14.512397871989489,167,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,167,0.668
2368,168,-206.54210524603664,14.152906691063997,168,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,168,0.672
2369,169,-206.3749999828926,13.87154891585089,169,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,169,0.676
2370,170,-206.20789471974857,13.647494184466968,170,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,170,0.68
2371,171,-206.04078945660453,13.511629364499818,171,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,171,0.684
2372,172,-205.8736841934605,13.386113430051285,172,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,172,0.688
2373,173,-205.70657893031643,13.303468535809575,173,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,173,0.692
2374,174,-205.5394736671724,13.235969595899462,174,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,174,0.696
2375,175,-205.37236840402835,13.192422002401484,175,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,175,0.7
2376,176,-205.2052631408843,13.139654245458546,176,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,176,0.704
2377,177,-205.03815787774028,13.096997390464493,177,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,177,0.708
2378,178,-204.8710526145962,13.072828459074282,178,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,178,0.712
2379,179,-204.70394735145217,13.071461753430892,179,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,179,0.716
2380,180,-204.53684208830813,13.063944872392247,180,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,180,0.72
2381,181,-204.3697368251641,13.044314627653632,181,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,181,0.724
2382,182,-204.20263156202006,13.042852728582318,182,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,182,0.728
2383,183,-204.03552629887602,13.00540771376567,183,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,183,0.732
2384,184,-203.86842103573196,12.972671373864657,184,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,184,0.736
2385,185,-203.70131577258792,12.904924251088968,185,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,185,0.74
2386,186,-203.53421050944388,12.87969799269606,186,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,186,0.744
2387,187,-203.36710524629984,12.858381464377514,187,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,187,0.748
2388,188,-203.1999999831558,12.85043621291333,188,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,188,0.752
2389,189,-203.03289472001177,12.84395286052042,189,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,189,0.756
2390,190,-202.8657894568677,12.846319097156737,190,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,190,0.76
2391,191,-202.69868419372366,12.838472438885743,191,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,191,0.764
2392,192,-202.53157893057963,12.779408316640435,192,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,192,0.768
2393,193,-202.3644736674356,12.701699881588283,193,14,excite,yes,1714,400,38,5.984251969,0,1000,354,410,200,0,good,Wrist,er3,grantprelim_week1_cam3_ratER3ExcitatorywithCNO_2022-02-09_11_47_42_fr_wbgam_h264_nearlossless_safeDLC_resnet50_rupertgrantsubFeb16shuffle1_200000.csv,193,0.772
